discoverymethod,semimajoraxis,radiuse,radiusj,masse,massj,eccentricity,inclination,ttv,depth
Transit,,,,,,,,0,
Transit,0.0836,2.1,,,,0,89.38,0,0.0447
Transit,,1.92,0.171,54.1,0.17,,,1,
Transit,,3.439,0.307,,,,,1,
Transit,,,,,,,,1,0.0665
Transit,0.117,2.94,,,,0,88.81,1,0.0678
Transit,,3.338,0.298,12.5,0.03933,,,1,
Transit,0.117,3.47,0.31,10.9,0.0343,0.015,88.78,1,0.06751
Transit,,3.42,0.305,,,,,1,
Transit,,2.59,0.231,,,,,1,
Transit,0.1146,3.39,,,,0,89.97,1,0.06535
Transit,0.114,2.73,,,,0,89.95,1,0.06838
Transit,,,,,,,,1,
Transit,0.114,2.73,,,,0,89.95,1,0.06838
Transit,0.114,2.73,,,,0,89.95,1,0.06838
Transit,0.188,3.1,,,,0,89.95,1,0.0776
Transit,0.1829,2.96,,,,0,89.95,1,0.08014
Transit,0.1829,2.96,,,,0,89.95,1,0.08014
Transit,0.187,3.72,0.332,5.9,0.019,0.03,89.48,1,0.07899
Transit,0.1829,2.96,,,,0,89.95,1,0.08014
Transit,,3.72,0.332,,,,,1,
Transit,,2.77,0.247,,,,,1,
Transit,,3.678,0.328,,,,,1,
Transit,,3.553,0.317,9.5,0.02989,,,1,
Transit,,,,,,,,1,0.0774
Transit,,2.05,0.183,13.7,0.043,,,1,
Transit,0.1839,3.63,,,,0,89.96,1,0.07475
Transit,,,,,,,,1,
Transit,,,,,,,,1,
Transit,0.288,6.1,,,,0,89.95,1,0.2977
Transit,0.29,7.59,0.677,,,,,1,
Transit,0.287,7.16,0.639,6,0.019,0.025,89.93,1,0.2968
Transit,0.2822,7.14,,,,0,89.92,1,0.28941
Transit,,7.239,0.646,,,,,1,
Transit,0.2807,5.7,,,,0,89.95,1,0.29742
Transit,,,,,,,,1,0.2961
Transit,,,,,,,,1,
Transit,,,,,,,,1,
Transit,,6.912,0.617,11.3,0.03555,,,1,
Transit,,7.15,0.638,,,,,1,
Transit,0.2807,5.7,,,,0,89.95,1,0.29742
Transit,0.2807,5.7,,,,0,89.95,1,0.29742
Transit,,,,,,,,1,
Transit,,2.9,0.259,3.4,0.0107,,,1,
Transit,,3.414,0.305,6.3,0.01982,,,1,
Transit,0.379,3.01,,,,0,89.81,1,0.0476
Transit,,,,,,,,1,0.044
Transit,0.3769,2.23,,,,0,89.95,1,0.04501
Transit,0.39,3.36,0.3,,,,,1,
Transit,0.387,3,,,,0,89.38,1,0.0468
Transit,,3.049,0.272,,,,,1,
Transit,0.386,3.49,0.311,4.1,0.013,0.012,89.13,1,0.0453
Transit,,,,,,,,1,
Transit,0.3769,2.23,,,,0,89.95,1,0.04501
Transit,,2.85,0.254,,,,,1,
Transit,0.3769,2.23,,,,0,89.95,1,0.04501
Transit,,2.18,0.194,,,,,0,
Transit,,2.711,0.242,,,,,0,
Transit,0.101,2.14,,,,0,89.95,0,0.08019
Transit,0.101,2.14,,,,0,89.95,0,0.08019
Transit,,,,,,,,0,0.0798
Transit,0.103,2.6,,,,0,88.24,0,0.0858
Transit,0.101,2.71,,,,0,86.64,0,0.07464
Transit,0.101,2.14,,,,0,89.95,0,0.08019
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.1248,2.41,,,,0,84.22,0,0.03262
Transit,0.1248,2.41,,,,0,84.22,0,0.03262
Transit,,3.05,0.272,,,,,0,
Transit,0.1248,2.41,,,,0,84.22,0,0.03262
Transit,0.1256,3.45,,,,0,80.57,0,0.03197
Transit,,,,,,,,0,
Transit,,3.015,0.269,,,,,0,
Transit,0.122,2.14,,,,0,85.37,0,0.0311
Transit,,,,,,,,0,0.0342
Transit,0.0988,1.85,,,,0,89.69,0,0.02771
Transit,,2.193,0.196,,,,,0,
Transit,0.0991,1.75,,,,0,89.38,0,0.03102
Transit,,,,,,,,0,
Transit,0.0991,1.75,,,,0,89.38,0,0.03102
Transit,,,,,,,,0,
Transit,0.098,1.69,,,,0,89.38,0,0.0303
Transit,0.0991,1.75,,,,0,89.38,0,0.03102
Transit,,1.96,0.175,,,,,0,
Transit,0.0491,1.44,,,,0,88.62,0,0.01881
Transit,0.0491,1.51,,,,0,87.66,0,0.02037
Transit,0.05,1.38,,,,0,88.81,0,0.0168
Transit,,,,,,,,0,
Transit,,1.37,0.122,,,,,0,
Transit,,,,,,,,0,
Transit,,1.676,0.15,,,,,0,
Transit,0.0491,1.51,,,,0,87.66,0,0.02037
Transit,0.0491,1.51,,,,0,87.66,0,0.02037
Transit,0.099,1.79,,,,0,87.66,0,0.0212
Transit,0.1036,2.06,,,,0,89.97,0,0.02112
Transit,,2.11,0.188,,,,,0,
Transit,,,,,,,,0,
Transit,0.0972,1.61,,,,0,89.38,0,0.02183
Transit,,,,,,,,0,
Transit,0.0972,1.61,,,,0,89.38,0,0.02183
Transit,,,,,,,,0,0.0222
Transit,0.0972,1.61,,,,0,89.38,0,0.02183
Transit,,2.39,0.213,,,,,0,
Transit,0.1808,1.76,,,,0,89.95,1,0.03214
Transit,0.1817,1.74,,,,0,89.94,1,0.03147
Transit,,1.68,0.15,,,,,1,
Transit,0.1808,1.76,,,,0,89.95,1,0.03214
Transit,0.185,2.27,,,,0,87.66,1,0.0328
Transit,,,,,,,,1,
Transit,0.1808,1.76,,,,0,89.95,1,0.03214
Transit,,,,,,,,1,
Transit,,,,,,,,1,0.0326
Transit,,,,,,,,0,
Transit,0.0662,1.91,,,,0,85.17,0,0.01336
Transit,0.0697,2.18,,,,0,89.95,0,0.01408
Transit,0.069,1.95,,,,0,89.95,0,0.0141
Transit,,,,,,,,0,
Transit,,1.3,0.116,,,,,0,
Transit,0.0697,2.18,,,,0,89.95,0,0.01408
Transit,0.0697,2.18,,,,0,89.95,0,0.01408
Transit,,3.252,0.29,,,,,0,
Transit,0.1656,1.94,,,,0,89.95,1,0.05474
Transit,,3.669,0.327,,,,,1,
Transit,0.17,1.9,,,,0,89.95,1,0.0507
Transit,0.1656,1.94,,,,0,89.95,1,0.05474
Transit,0.1656,1.94,,,,0,89.95,1,0.05474
Transit,,,,,,,,1,
Transit,,2.17,0.194,,,,,1,
Transit,,,,,,,,1,
Transit,,,,,,,,1,0.0512
Transit,0.181,2.18,,,,0,89.97,1,0.05142
Transit,,2.39,0.213,,,,,0,
Transit,0.118,2.1,,,,0,89.95,0,0.03246
Transit,,2.041,0.182,,,,,0,
Transit,0.118,2.1,,,,0,89.95,0,0.03246
Transit,0.1174,1.98,,,,0,89.93,0,0.03164
Transit,0.118,2.1,,,,0,89.95,0,0.03246
Transit,0.118,2.07,,,,0,87.09,0,0.0308
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.0314
Transit,,,,,,,,0,
Transit,0.5307,7.54,,,,0,89.38,0,0.52949
Transit,0.5307,7.54,,,,0,89.38,0,0.52949
Transit,,9.801,0.874,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.516,7,,,,0,89.38,0,0.5192
Transit,,6.88,0.614,,,,,0,
Transit,,,,,,,,0,0.5358
Transit,0.5167,11.21,,,,0,89.84,0,0.50329
Transit,0.5307,7.54,,,,0,89.38,0,0.52949
Transit,0.1247,1.92,,,,0,89.95,0,0.03611
Transit,,2.781,0.248,,,,,0,
Transit,0.1247,1.92,,,,0,89.95,0,0.03611
Transit,0.121,2.02,,,,0,87.09,0,0.0337
Transit,0.1214,3.69,,,,0,87.06,0,0.03678
Transit,0.1247,1.92,,,,0,89.95,0,0.03611
Transit,,,,,,,,0,0.0348
Transit,,,,,,,,0,
Transit,0.0473,14.83,,,,0,85.37,0,0.93793
Transit,0.0474,15.872,1.416,187.5197,0.59,,83.978,0,
Transit,,,,,,,,0,
Transit,0.0473,14.59,,,,0,85.2,0,0.91457
Transit,,,,,,,,0,
Transit,,14.525,1.296,,,,,0,0.821
Transit,,,,,,,,0,0.937
Transit,0.0473,14.83,,,,0,85.37,0,0.93793
Transit,0.047,15.9,,,,0,85.37,0,0.9165
Transit,0.04835,15.906,1.419,177.9848,0.56,0.18,84.07,0,
Transit,0.0483,15.906,1.419,191.643,0.603,0,84.07,0,
Transit,,15.31,1.366,,,,,0,
Transit,0.0485,15.48,1.381,187.5197,0.59,,84.23,0,
Transit,,15.789,1.409,,,,,0,
Transit,0.0473,14.83,,,,0,85.37,0,0.93793
Transit,,2.592,0.231,,,,,1,
Transit,0.0604,2.21,,,,0,89.95,1,0.15405
Transit,0.0604,2.21,,,,0,89.95,1,0.15405
Transit,,,,,,,,1,0.1535
Transit,0.0604,2.21,,,,0,89.95,1,0.15405
Transit,,,,,,,,1,
Transit,0.06022,2.1,0.187,,,,,1,
Transit,,2.64,0.236,,,,,1,
Transit,0.0648,2.67,0.238,6.93,0.0218,,89.34,1,
Transit,,2.7,0.241,,,,,1,
Transit,0.0602,2.16,,,,0,89.57,1,0.14801
Transit,0.065,2.62,,,,0,87.66,1,0.1418
Transit,0.0738,2.27,,,,0,89.95,1,0.16238
Transit,0.079,2.82,,,,0,87.66,1,0.1489
Transit,0.0738,2.27,,,,0,89.95,1,0.16238
Transit,0.0792,2.74,0.244,6.74,0.02121,,89.33,1,
Transit,0.07355,2.16,0.193,,,,,1,
Transit,,,,,,,,1,
Transit,0.0738,2.27,,,,0,89.95,1,0.16238
Transit,,,,,,,,1,0.1605
Transit,,2.79,0.249,,,,,1,
Transit,,2.85,0.254,,,,,1,
Transit,,2.594,0.231,,,,,1,
Transit,0.0735,2.16,,,,0,89.96,1,0.14913
Transit,0.0347,1.34,,,,0,85.94,1,0.04996
Transit,0.0346,1.3,,,,0,89.86,1,0.0539
Transit,0.037,1.47,,,,0,85.94,1,0.0468
Transit,0.0346,1.11,0.099,,,,,1,
Transit,,1.3,0.116,3.7,0.01164,,,1,
Transit,,,,,,,,1,0.0554
Transit,0.037,1.74,0.155,,,,,1,
Transit,,1.7,0.152,,,,,1,
Transit,0.0372,1.53,0.136,6.75,0.02124,,88.35,1,
Transit,,,,,,,,1,
Transit,,,,,,,,1,
Transit,,1.561,0.139,,,,,1,
Transit,0.0347,1.34,,,,0,85.94,1,0.04996
Transit,0.0347,1.34,,,,0,85.94,1,0.04996
Transit,,1.602,0.143,,,,,1,
Transit,0.0457,1.37,,,,0,87.66,1,0.05449
Transit,0.04558,1.6,0.143,,,,,1,
Transit,0.0491,1.6,0.143,4.13,0.01299,,88.79,1,
Transit,0.0456,1.33,,,,0,89.5,1,0.05655
Transit,,,,,,,,1,
Transit,0.0457,1.37,,,,0,87.66,1,0.05449
Transit,,1.69,0.151,,,,,1,
Transit,,,,,,,,1,0.0514
Transit,0.049,1.64,0.146,,,,,1,
Transit,,1.3,0.116,2.1,0.00661,,,1,
Transit,0.049,1.64,,,,0,86.52,1,0.0562
Transit,0.0457,1.37,,,,0,87.66,1,0.05449
Transit,,1.432,0.128,,,,,0,
Transit,0.0162,1.19,,,,0,89.77,0,0.045
Transit,,1.23,0.11,,,,,0,
Transit,0.0163,1,,,,0,89.38,0,0.03113
Transit,0.0175,1.21,0.108,,,,86.5,0,
Transit,,,,,,,,0,
Transit,0.0163,1,,,,0,89.38,0,0.03113
Transit,,,,,,,,0,
Transit,0.017,1.17,,,,0,81.36,0,0.0305
Transit,0.0163,1,,,,0,89.38,0,0.03113
Transit,,1.13,0.101,,,,89.35,0,
Transit,0.1107,2.91,,,,0,88.24,0,0.11162
Transit,0.1106,3.02,,,,0,86.95,0,0.1033
Transit,0.111,3.2,,,,0,86.52,0,0.1053
Transit,,2.877,0.257,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,2.85,0.254,,,,,0,
Transit,,,,,,,,0,0.1141
Transit,0.1107,2.91,,,,0,88.24,0,0.11162
Transit,0.1107,2.91,,,,0,88.24,0,0.11162
Transit,,,,,,,,0,0.0951
Transit,,2.072,0.185,,,,,0,
Transit,0.0795,1.48,,,,0,89.36,0,0.09156
Transit,,,,,,,,0,
Transit,,2,0.178,,,,,0,
Transit,0.0793,1.55,,,,0,88.81,0,0.09517
Transit,0.0793,1.55,,,,0,88.81,0,0.09517
Transit,0.0793,1.55,,,,0,88.81,0,0.09517
Transit,,,,,,,,0,
Transit,0.085,2.05,,,,0,86.52,0,0.0927
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,3.54,0.316,,,,,0,
Transit,,,,,,,,0,0.133
Transit,0.224,3.5,,,,0,87.66,0,0.1062
Transit,,3.403,0.304,,,,,0,
Transit,0.2265,3.43,,,,0,88.65,0,0.12394
Transit,0.2272,3.46,,,,0,88.81,0,0.12684
Transit,0.2272,3.46,,,,0,88.81,0,0.12684
Transit,0.2272,3.46,,,,0,88.81,0,0.12684
Transit,0.2551,3.2,,,,0,89.95,0,0.11714
Transit,0.2551,3.2,,,,0,89.95,0,0.11714
Transit,,3.79,0.338,,,,,0,
Transit,,,,,,,,0,
Transit,,3.963,0.354,,,,,0,
Transit,,,,,,,,0,
Transit,0.256,3.2,,,,0,89.38,0,0.11
Transit,0.2551,3.2,,,,0,89.95,0,0.11714
Transit,0.2678,3.88,,,,0,89.98,0,0.11193
Transit,,,,,,,,0,0.1181
Transit,,1.94,0.173,,,,,0,
Transit,,,,,,,,0,
Transit,0.1138,1.9,,,,0,89.95,0,0.03459
Transit,,,,,,,,0,0.0349
Transit,,1.935,0.173,,,,,0,
Transit,,,,,,,,0,
Transit,0.1138,1.9,,,,0,89.95,0,0.03459
Transit,0.1138,1.9,,,,0,89.95,0,0.03459
Transit,0.115,1.56,,,,0,88.81,0,0.03
Transit,0.1137,1.94,,,,0,89.91,0,0.03358
Transit,0.0873,1.17,,,,0,85.94,0,0.01084
Transit,0.0873,1.17,,,,0,85.94,0,0.01084
Transit,,,,,,,,0,
Transit,0.0872,1.08,,,,0,89.59,0,0.01032
Transit,0.088,0.88,,,,0,89.38,0,0.0091
Transit,,,,,,,,0,
Transit,0.0873,1.17,,,,0,85.94,0,0.01084
Transit,,1.14,0.102,,,,,0,
Transit,,1.074,0.096,,,,,0,
Transit,,2.89,0.258,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.2,3,,,,0,89.95,0,0.0245
Transit,0.1996,2.75,,,,0,87.66,0,0.02501
Transit,0.1978,3.01,,,,0,85.76,0,0.02565
Transit,,3.144,0.28,,,,,0,
Transit,0.1996,2.75,,,,0,87.66,0,0.02501
Transit,0.1996,2.75,,,,0,87.66,0,0.02501
Transit,,,,,,,,0,0.0271
Transit,,1.623,0.145,,,,,0,
Transit,,1.14,0.102,,,,,0,
Transit,0.078,1.46,,,,0,83.08,0,0.0064
Transit,0.0786,1.86,,,,0,79.64,0,0.00648
Transit,,,,,,,,0,
Transit,0.0786,1.86,,,,0,79.64,0,0.00648
Transit,,,,,,,,0,0.0068
Transit,0.0764,1.44,,,,0,75.28,0,0.00653
Transit,0.0786,1.86,,,,0,79.64,0,0.00648
Transit,,11.841,1.056,,,,,1,
Transit,0.4884,10.36,,,,0,89.74,1,0.85066
Transit,,,,,,,,1,
Transit,,,,,,,,1,
Transit,0.495,10.87,,,,0,89.95,1,0.8497
Transit,0.4809,10.89,,,,0,89.95,1,0.89292
Transit,,10.42,0.93,,,,,1,
Transit,0.4809,10.89,,,,0,89.95,1,0.89292
Transit,,,,,,,,1,0.8939
Transit,0.4809,10.89,,,,0,89.95,1,0.89292
Transit,0.0116,1.2,,,,0,76.59,0,0.04345
Transit,,,,,,,,0,0.0491
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0116,1.1,,,,0,88.24,0,0.04495
Transit,0.0116,1.1,,,,0,88.24,0,0.04495
Transit,0.0116,1.1,,,,0,88.24,0,0.04495
Transit,0.012,1.34,,,,0,83.65,0,0.045
Transit,,1.46,0.13,,,,,0,
Transit,0.2901,2.96,,,,0,89.38,0,0.08963
Transit,0.2901,2.96,,,,0,89.38,0,0.08963
Transit,,,,,,,,0,0.0917
Transit,,,,,,,,0,
Transit,0.2901,3.13,,,,0,88.74,0,0.0853
Transit,0.286,2.7,,,,0,89.38,0,0.0863
Transit,,3.01,0.269,,,,,0,
Transit,0.2901,2.96,,,,0,89.38,0,0.08963
Transit,,3.226,0.288,,,,,0,
Transit,0.0524,1.98,,,,0,89.95,1,0.15051
Transit,,2.796,0.249,,,,,1,
Transit,,2.8,0.25,17.2,0.054,,,1,
Transit,,2.42,0.216,,,,,1,
Transit,,2.49,0.222,,,,,1,
Transit,0.0522,1.92,0.171,,,,,1,
Transit,,2.368,0.211,,,,,1,
Transit,,2.06,0.184,,,,,1,
Transit,0.056,2.54,,,,0,85.94,1,0.1408
Transit,,,,,,,,1,0.146
Transit,0.0524,1.98,,,,0,89.95,1,0.15051
Transit,0.0524,1.98,,,,0,89.95,1,0.15051
Transit,,,,,,,,1,
Transit,,,,,,,,1,
Transit,0.0554,2.33,,,,0,89,1,0.14107
Transit,0.0886,2.18,,,,0,89.51,1,0.12506
Transit,0.089,2.45,,,,0,87.66,1,0.1241
Transit,,,,,,,,1,
Transit,0.0837,1.87,,,,0,89.38,1,0.13169
Transit,0.0837,1.87,,,,0,89.38,1,0.13169
Transit,,,,,,,,1,
Transit,,2.37,0.211,,,,,1,
Transit,,2.219,0.198,,,,,1,
Transit,0.0837,1.87,,,,0,89.38,1,0.13169
Transit,,1.87,0.167,,,,,1,
Transit,,2.703,0.241,,,,,1,
Transit,,2.7,0.241,4.3,0.014,,,1,
Transit,,2.35,0.21,,,,,1,
Transit,0.08347,1.75,0.156,,,,,1,
Transit,,,,,,,,1,0.1329
Transit,0.1207,1.02,,,,0,89.95,0,0.03984
Transit,0.1278,1.42,,,,0,89.18,0,0.0439
Transit,0.128,1.39,,,,0,88.24,0,0.0335
Transit,0.128,1.21,0.108,,,,,0,
Transit,,,,,,,,0,0.0377
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.1207,1.02,,,,0,89.95,0,0.03984
Transit,,1.441,0.129,,,,,0,
Transit,,1.28,0.114,,,,,0,
Transit,0.1207,1.02,,,,0,89.95,0,0.03984
Transit,,1.05,0.094,,,,,0,
Transit,,1.534,0.137,,,,,0,
Transit,0.055,1.69,,,,0,89.85,0,0.0313
Transit,0.055,1.74,,,,0,88.81,0,0.03261
Transit,,,,,,,,0,
Transit,0.055,1.55,,,,0,88.24,0,0.028
Transit,,1.93,0.172,,,,,0,
Transit,0.055,1.74,,,,0,88.81,0,0.03261
Transit,,,,,,,,0,
Transit,0.055,1.74,,,,0,88.81,0,0.03261
Transit,,1.681,0.15,,,,,0,
Transit,,3.263,0.291,,,,,0,
Transit,,,,,,,,0,0.0429
Transit,,2.7,0.241,,,,,0,
Transit,,,,,,,,0,
Transit,0.1612,2.07,,,,0,88.81,0,0.0445
Transit,0.1612,2.07,,,,0,88.81,0,0.0445
Transit,0.162,2.16,,,,0,87.09,0,0.0408
Transit,0.1612,2.07,,,,0,88.81,0,0.0445
Transit,,,,,,,,0,
Transit,0.1583,3,,,,0,88.28,0,0.04292
Transit,0.1024,3.07,,,,0,88.95,0,0.02887
Transit,,,,,,,,0,
Transit,,,,,,,,0,0.0291
Transit,,,,,,,,0,
Transit,,3.55,0.317,,,,,0,
Transit,0.1021,3.16,,,,0,83.08,0,0.03047
Transit,,3.021,0.27,,,,,0,
Transit,0.1021,3.16,,,,0,83.08,0,0.03047
Transit,0.102,2.8,,,,0,84.8,0,0.03
Transit,0.1021,3.16,,,,0,83.08,0,0.03047
Transit,,2.14,0.191,,,,,0,
Transit,0.1424,2.27,,,,0,88.81,0,0.05155
Transit,0.1439,4.23,,,,0,87.58,0,0.04512
Transit,0.1424,2.27,,,,0,88.81,0,0.05155
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.142,2.2,,,,0,88.81,0,0.046
Transit,,,,,,,,0,0.0504
Transit,0.1424,2.27,,,,0,88.81,0,0.05155
Transit,,,,,,,,0,
Transit,0.0676,1.78,,,,0,85.37,0,0.02502
Transit,0.069,1.68,,,,0,89.38,0,0.0237
Transit,,2.12,0.189,,,,,0,
Transit,0.0676,1.78,,,,0,85.37,0,0.02502
Transit,0.0676,1.78,,,,0,85.37,0,0.02502
Transit,0.0695,2.04,,,,0,89.67,0,0.02496
Transit,,,,,,,,0,
Transit,,2.997,0.267,,,,,0,
Transit,0.0905,4.43,,,,0,89.95,0,0.0165
Transit,0.0905,4.43,,,,0,89.95,0,0.0165
Transit,0.0905,4.43,,,,0,89.95,0,0.0165
Transit,,,,,,,,0,0.017
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.09,3.47,,,,0,87.09,0,0.0173
Transit,,4.11,0.367,,,,,0,
Transit,,4.432,0.395,,,,,0,
Transit,0.0888,4.26,,,,0,89.03,0,0.01606
Transit,0.0893,9.41,,,,0,89.95,0,1.52672
Transit,,,,,,,,0,1.5284
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.09,8.2,,,,0,89.95,0,1.2835
Transit,0.0893,9.41,,,,0,89.95,0,1.52672
Transit,0.0895,9.01,,,,0,88.93,0,1.33555
Transit,0.0893,9.41,,,,0,89.95,0,1.52672
Transit,,10.24,0.914,,,,,0,
Transit,,9.321,0.832,,,,,0,
Transit,0.0493,8.02,,,,0,87.09,0,0.71749
Transit,,9.03,0.806,,,,,0,
Transit,0.0493,8.02,,,,0,87.09,0,0.71749
Transit,,,,,,,,0,0.7148
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.05,6.4,,,,0,85.37,0,0.6152
Transit,0.0493,8.02,,,,0,87.09,0,0.71749
Transit,0.0493,7.45,,,,0,87.09,0,0.61549
Transit,,8.976,0.801,,,,,0,
Transit,0.091,4.6,,,,0,89.95,0,0.2844
Transit,,,,,,,,0,0.3141
Transit,0.0886,4.42,,,,0,89.81,0,0.28297
Transit,,5.11,0.456,,,,,0,
Transit,,4.631,0.413,,,,,0,
Transit,,,,,,,,0,
Transit,0.0892,4.69,,,,0,89.95,0,0.3096
Transit,0.0892,4.69,,,,0,89.95,0,0.3096
Transit,,,,,,,,0,
Transit,0.0892,4.69,,,,0,89.95,0,0.3096
Transit,,,,,,,,0,
Transit,0.1899,2.56,,,,0,89.95,0,0.11789
Transit,,,,,,,,0,0.1119
Transit,,2.76,0.246,,,,,0,
Transit,0.1899,2.56,,,,0,89.95,0,0.11789
Transit,,2.484,0.222,,,,,0,
Transit,,,,,,,,0,
Transit,0.1894,2.85,,,,0,89.98,0,0.11125
Transit,0.1899,2.56,,,,0,89.95,0,0.11789
Transit,0.191,2.9,,,,0,88.24,0,0.1054
Transit,,3.59,0.32,,,,,1,
Transit,,,,,,,,1,0.204
Transit,0.1718,4.7,,,,0,88.24,1,0.19861
Transit,,4,0.357,,,,,1,
Transit,0.1718,4.7,,,,0,88.24,1,0.19861
Transit,0.1683,4.07,0.363,12.15,0.03823,0.0033,89.052,1,
Transit,0.169,4,,,,0,89.38,1,0.1766
Transit,,3.95,0.352,51,0.16,,,1,
Transit,,4.66,0.416,,,,,1,
Transit,0.1687,3.91,,,,0,89.97,1,0.18435
Transit,,,,,,,,1,
Transit,0.1718,4.7,,,,0,88.24,1,0.19861
Transit,,5.067,0.452,,,,,1,
Transit,,,,,,,,1,
Transit,0.2681,6.11,,,,0,89.38,1,0.39236
Transit,0.2681,6.11,,,,0,89.38,1,0.39236
Transit,,6.08,0.542,,,,,1,
Transit,0.2632,5.51,,,,0,89.84,1,0.36443
Transit,,,,,,,,1,0.3914
Transit,0.2626,5.34,0.476,13.9,0.04373,0.007,90.15,1,
Transit,0.264,5.3,,,,0,89.95,1,0.3603
Transit,,5.28,0.471,18.4,0.058,,,1,
Transit,0.2681,6.11,,,,0,89.38,1,0.39236
Transit,,5.35,0.477,,,,,1,
Transit,0.034,1.77,0.158,,,,,1,
Transit,,1.712,0.153,,,,,1,
Transit,,,,,,,,1,
Transit,0.0339,1.86,,,,0,86.85,1,0.03916
Transit,0.034,1.41,,,,0,88.81,1,0.0246
Transit,,,,,,,,1,
Transit,0.0345,1.77,,,,0,88.81,1,0.0369
Transit,,1.73,0.154,,,,,1,
Transit,0.0345,1.77,,,,0,88.81,1,0.0369
Transit,0.0345,1.77,,,,0,88.81,1,0.0369
Transit,,2.54,0.227,,,,,1,
Transit,0.063,2.47,0.22,,,,,1,
Transit,0.062,2.3,,,,0,88.81,1,0.0664
Transit,0.0621,2.43,,,,0,89.23,1,0.07023
Transit,,,,,,,,1,
Transit,0.0632,2.55,,,,0,89.95,1,0.07719
Transit,,2.229,0.199,,,,,1,
Transit,,,,,,,,1,0.0704
Transit,0.0632,2.55,,,,0,89.95,1,0.07719
Transit,0.0632,2.55,,,,0,89.95,1,0.07719
Transit,,,,,,,,1,
Transit Timing Variations,0.3395,,,20.9,0.06576,0.0014,86.3,0,
Transit,0.5102,7.57,,,,0,89.95,0,0.19185
Transit,0.5102,7.57,,,,0,89.95,0,0.19185
Transit,,,,,,,,0,0.2033
Transit,,6.09,0.543,,,,,0,
Transit,0.5102,7.57,,,,0,89.95,0,0.19185
Transit,,8.232,0.734,,,,,0,
Transit,,,,,,,,0,
Transit,0.5829,9.46,,,,0,89.72,0,0.18299
Transit,0.524,8.6,,,,0,88.81,0,0.1832
Transit,,,,,,,,0,
Transit,,1.31,0.117,,,,,0,
Transit,,1.257,0.112,,,,,0,
Transit,0.0282,1.25,,,,0,88.81,0,0.02706
Transit,,,,,,,,0,
Transit,0.0282,1.25,,,,0,88.81,0,0.02706
Transit,,,,,,,,0,
Transit,0.029,1.28,,,,0,89.74,0,0.02597
Transit,0.028,1.13,,,,0,87.66,0,0.0235
Transit,0.0282,1.25,,,,0,88.81,0,0.02706
Transit,,1.514,0.135,,,,,0,
Transit,0.0412,1.47,,,,0,87.67,0,0.02327
Transit,,1.77,0.158,,,,,0,
Transit,0.0412,1.52,,,,0,89.95,0,0.02528
Transit,0.0412,1.52,,,,0,89.95,0,0.02528
Transit,0.042,1.49,,,,0,89.95,0,0.0233
Transit,,,,,,,,0,
Transit,0.0412,1.52,,,,0,89.95,0,0.02528
Transit,,,,,,,,0,
Transit,0.0523,1.95,,,,0,89.38,0,0.02801
Transit,0.0523,1.95,,,,0,89.38,0,0.02801
Transit,,1.57,0.14,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,2.574,0.23,,,,,0,
Transit,0.048,1.65,,,,0,87.66,0,0.0262
Transit,0.0507,2.28,,,,0,85.09,0,0.0263
Transit,0.0523,1.95,,,,0,89.38,0,0.02801
Transit,,1.678,0.15,,,,,0,
Transit,0.0568,1.88,,,,0,89.38,0,0.02428
Transit,0.055,1.65,,,,0,89.38,0,0.0236
Transit,0.055,1.84,,,,0,89.42,0,0.02307
Transit,0.0568,1.88,,,,0,89.38,0,0.02428
Transit,,1.87,0.167,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0568,1.88,,,,0,89.38,0,0.02428
Transit,0.0453,1.35,,,,0,89.95,0,0.01905
Transit,,1.413,0.126,,,,,0,
Transit,0.0453,1.29,,,,0,90,0,0.0176
Transit,,,,,,,,0,
Transit,0.049,1.41,,,,0,88.24,0,0.0165
Transit,0.0453,1.35,,,,0,89.95,0,0.01905
Transit,,,,,,,,0,
Transit,0.0453,1.35,,,,0,89.95,0,0.01905
Transit,,1.53,0.136,,,,,0,
Transit,0.0759,1.77,,,,0,88.11,0,0.02996
Transit,,,,,,,,0,
Transit,0.0759,1.71,,,,0,89.95,0,0.03061
Transit,,,,,,,,0,0.0305
Transit,0.0759,1.71,,,,0,89.95,0,0.03061
Transit,,1.936,0.173,,,,,0,
Transit,,,,,,,,0,
Transit,0.083,2.14,,,,0,87.09,0,0.0317
Transit,,1.84,0.164,,,,,0,
